userId,movieId,rating,movieIndex
901,47,4.0,23
901,50,4.5,14
901,110,3.5,6
901,150,4.0,12
901,165,3.5,41
901,260,5.0,5
901,296,5.0,0
901,318,5.0,2
901,344,3.0,32
901,356,4.5,1
901,367,4.0,39
901,377,4.0,26
901,380,3.0,24
901,457,4.0,11
901,480,4.0,4
901,500,4.0,38
901,527,5.0,9
901,588,4.0,25
901,589,5.0,7
901,590,3.5,20
901,592,4.0,16
901,593,5.0,3
901,595,3.0,37
901,597,4.0,42
901,608,4.5,22
901,648,0.5,34
901,736,4.0,49
901,780,3.0,13
901,858,4.5,28
901,1097,4.0,47
901,1196,4.0,17
901,1197,4.0,48
901,1198,4.0,21
901,1210,5.0,15
901,1240,5.0,43
901,1270,3.5,27
901,1580,2.0,36
901,2028,5.0,35
901,2571,3.0,8
901,2762,5.0,30
901,2858,4.0,18
901,2959,3.5,29
901,3578,4.0,45
901,4993,5.0,33
901,5952,4.0,40
849,1,5.0,10
849,32,4.5,19
849,47,5.0,23
849,50,5.0,14
849,150,5.0,12
849,153,3.0,46
849,165,4.0,41
849,296,5.0,0
849,318,4.0,2
849,344,5.0,32
849,356,5.0,1
849,364,3.0,31
849,367,4.5,39
849,377,5.0,26
849,380,4.0,24
849,457,4.0,11
849,480,5.0,4
849,500,4.5,38
849,589,3.5,7
849,592,4.5,16
849,593,4.5,3
849,597,4.0,42
849,608,2.0,22
849,648,4.0,34
849,736,4.5,49
849,780,5.0,13
849,1097,4.0,47
849,1197,2.0,48
849,1198,4.0,21
849,1240,4.0,43
849,1270,5.0,27
849,1580,4.0,36
849,2028,4.5,35
849,2571,4.0,8
849,2762,3.0,30
849,2858,4.5,18
849,2959,4.5,29
849,4993,3.0,33
849,5952,4.0,40
661,1,2.5,10
661,32,4.0,19
661,47,4.5,23
661,50,4.5,14
661,110,4.5,6
661,150,3.0,12
661,153,1.5,46
661,165,4.5,41
661,260,3.5,5
661,296,5.0,0
661,318,5.0,2
661,344,2.5,32
661,356,3.5,1
661,364,2.5,31
661,367,3.0,39
661,377,4.0,26
661,380,3.5,24
661,457,3.0,11
661,480,3.0,4
661,500,3.0,38
661,527,5.0,9
661,588,3.0,25
661,589,5.0,7
661,592,3.0,16
661,593,3.5,3
661,597,3.0,42
661,608,4.5,22
661,648,3.5,34
661,736,3.0,49
661,780,3.5,13
661,858,5.0,28
661,1097,2.5,47
661,1136,5.0,44
661,1196,3.5,17
661,1198,4.0,21
661,1210,3.5,15
661,1240,5.0,43
661,1270,4.5,27
661,1580,3.5,36
661,2028,5.0,35
661,2571,4.5,8
661,2762,3.5,30
661,2858,3.5,18
661,2959,5.0,29
661,3578,3.0,45
661,4993,3.5,33
661,5952,3.0,40
176,1,5.0,10
176,32,5.0,19
176,47,5.0,23
176,50,5.0,14
176,110,4.5,6
176,150,5.0,12
176,153,4.0,46
176,260,5.0,5
176,296,5.0,0
176,318,5.0,2
176,344,1.0,32
176,356,5.0,1
176,364,4.5,31
176,367,4.5,39
176,377,2.5,26
176,380,1.0,24
176,457,4.0,11
176,480,2.0,4
176,500,4.5,38
176,527,5.0,9
176,588,4.0,25
176,589,3.5,7
176,590,3.0,20
176,592,5.0,16
176,593,5.0,3
176,595,3.5,37
176,597,2.5,42
176,608,5.0,22
176,648,3.0,34
176,736,0.5,49
176,780,0.5,13
176,858,5.0,28
176,1097,1.0,47
176,1136,5.0,44
176,1196,4.5,17
176,1197,5.0,48
176,1198,4.5,21
176,1210,4.0,15
176,1240,4.5,43
176,1270,2.5,27
176,1580,4.5,36
176,2028,5.0,35
176,2571,4.5,8
176,2762,4.5,30
176,2858,5.0,18
176,2959,5.0,29
176,3578,3.0,45
176,4993,5.0,33
176,5952,5.0,40
348,32,5.0,19
348,47,5.0,23
348,50,4.0,14
348,110,4.0,6
348,150,3.0,12
348,153,3.5,46
348,165,4.0,41
348,260,4.5,5
348,296,5.0,0
348,318,4.5,2
348,344,1.5,32
348,356,4.0,1
348,367,4.0,39
348,377,4.0,26
348,380,4.0,24
348,457,4.0,11
348,480,3.0,4
348,500,2.0,38
348,588,3.0,25
348,589,4.0,7
348,592,4.0,16
348,593,5.0,3
348,597,3.0,42
348,608,4.0,22
348,648,3.0,34
348,736,2.5,49
348,780,3.0,13
348,858,5.0,28
348,1097,3.0,47
348,1136,4.0,44
348,1196,5.0,17
348,1197,3.5,48
348,1198,4.5,21
348,1210,4.0,15
348,1240,4.5,43
348,1270,4.0,27
348,1580,4.0,36
348,2028,4.0,35
348,2571,4.0,8
348,2762,4.0,30
348,2858,3.5,18
348,2959,4.5,29
348,3578,4.0,45
348,4993,5.0,33
348,5952,4.5,40
268,1,4.5,10
268,32,4.0,19
268,47,4.5,23
268,50,4.0,14
268,110,5.0,6
268,150,4.0,12
268,153,3.5,46
268,165,4.5,41
268,260,5.0,5
268,296,5.0,0
268,318,4.0,2
268,344,2.5,32
268,356,4.0,1
268,364,4.0,31
268,367,3.0,39
268,377,3.5,26
268,380,3.5,24
268,457,4.0,11
268,480,4.5,4
268,500,3.0,38
268,527,5.0,9
268,588,3.0,25
268,589,4.5,7
268,590,4.0,20
268,592,4.0,16
268,593,5.0,3
268,595,3.5,37
268,597,2.0,42
268,608,5.0,22
268,648,2.0,34
268,736,2.5,49
268,780,4.0,13
268,858,4.5,28
268,1097,4.5,47
268,1136,4.0,44
268,1196,5.0,17
268,1197,4.5,48
268,1198,5.0,21
268,1210,4.5,15
268,1240,4.0,43
268,1270,5.0,27
268,1580,4.0,36
268,2028,4.0,35
268,2571,4.5,8
268,2762,4.0,30
268,2858,3.5,18
268,2959,5.0,29
268,3578,2.5,45
268,4993,4.5,33
268,5952,5.0,40
97,1,4.0,10
97,32,4.0,19
97,47,4.0,23
97,50,5.0,14
97,110,4.0,6
97,150,4.0,12
97,153,1.0,46
97,165,3.0,41
97,260,5.0,5
97,296,5.0,0
97,318,5.0,2
97,344,2.0,32
97,356,5.0,1
97,364,4.0,31
97,367,4.0,39
97,377,4.0,26
97,380,2.0,24
97,457,4.0,11
97,480,4.0,4
97,500,4.0,38
97,527,4.0,9
97,588,4.0,25
97,589,4.0,7
97,590,4.0,20
97,592,3.0,16
97,593,5.0,3
97,595,3.0,37
97,597,2.0,42
97,608,5.0,22
97,648,2.0,34
97,736,3.0,49
97,780,4.0,13
97,858,5.0,28
97,1097,5.0,47
97,1136,4.0,44
97,1196,5.0,17
97,1197,4.0,48
97,1198,5.0,21
97,1210,4.0,15
97,1240,4.0,43
97,1270,4.0,27
97,1580,3.0,36
97,2028,4.0,35
97,2571,3.0,8
97,2762,4.0,30
97,2858,5.0,18
97,2959,4.0,29
97,3578,3.0,45
188,1,3.0,10
188,32,3.5,19
188,47,5.0,23
188,50,4.0,14
188,110,3.0,6
188,150,3.0,12
188,153,3.0,46
188,165,3.0,41
188,260,4.0,5
188,296,5.0,0
188,318,4.5,2
188,344,3.5,32
188,356,2.5,1
188,364,3.5,31
188,367,2.5,39
188,377,3.5,26
188,380,2.5,24
188,457,3.0,11
188,480,3.0,4
188,500,3.0,38
188,527,3.5,9
188,588,3.0,25
188,589,3.5,7
188,590,3.0,20
188,592,3.0,16
188,593,3.5,3
188,595,3.5,37
188,597,3.0,42
188,608,4.0,22
188,648,2.5,34
188,736,2.5,49
188,780,2.5,13
188,858,4.5,28
188,1097,2.5,47
188,1136,4.0,44
188,1196,4.0,17
188,1198,4.0,21
188,1210,3.5,15
188,1240,4.0,43
188,1270,3.5,27
188,1580,3.0,36
188,2028,3.5,35
188,2571,3.5,8
188,2762,3.5,30
188,2858,4.0,18
188,2959,5.0,29
188,3578,3.5,45
188,4993,4.0,33
188,5952,4.0,40
941,1,4.0,10
941,32,4.5,19
941,47,4.0,23
941,50,5.0,14
941,110,5.0,6
941,150,4.0,12
941,153,0.5,46
941,165,3.5,41
941,260,4.0,5
941,296,5.0,0
941,318,5.0,2
941,344,2.0,32
941,356,5.0,1
941,364,4.0,31
941,367,3.0,39
941,377,1.5,26
941,380,2.0,24
941,457,3.0,11
941,480,5.0,4
941,500,2.5,38
941,527,4.0,9
941,588,5.0,25
941,589,4.0,7
941,590,5.0,20
941,592,4.0,16
941,593,4.0,3
941,595,4.0,37
941,597,2.5,42
941,608,5.0,22
941,648,3.5,34
941,736,2.5,49
941,780,3.5,13
941,858,4.5,28
941,1097,4.0,47
941,1136,5.0,44
941,1196,4.0,17
941,1197,5.0,48
941,1198,5.0,21
941,1210,5.0,15
941,1240,3.0,43
941,1270,4.0,27
941,1580,3.5,36
941,2028,4.0,35
941,2571,3.0,8
941,2762,2.0,30
941,2858,4.5,18
941,2959,4.5,29
941,3578,5.0,45
941,4993,5.0,33
941,5952,4.5,40
581,1,4.0,10
581,32,5.0,19
581,47,5.0,23
581,50,4.0,14
581,165,3.5,41
581,260,4.0,5
581,296,4.0,0
581,318,4.5,2
581,364,4.0,31
581,367,4.0,39
581,377,4.0,26
581,457,3.5,11
581,480,3.5,4
581,500,3.0,38
581,527,5.0,9
581,588,4.0,25
581,589,4.5,7
581,590,3.5,20
581,592,2.0,16
581,593,4.0,3
581,595,3.5,37
581,608,3.0,22
581,648,4.0,34
581,780,3.5,13
581,858,4.0,28
581,1097,0.5,47
581,1136,4.0,44
581,1196,4.0,17
581,1197,0.5,48
581,1198,5.0,21
581,1210,1.5,15
581,1240,4.5,43
581,1270,3.5,27
581,1580,4.0,36
581,2571,4.5,8
581,2762,4.0,30
581,2858,4.0,18
581,2959,0.5,29
581,3578,5.0,45
581,4993,5.0,33
581,5952,5.0,40
483,1,4.5,10
483,32,3.5,19
483,47,4.0,23
483,50,5.0,14
483,110,4.5,6
483,150,3.5,12
483,153,3.0,46
483,165,3.5,41
483,260,4.5,5
483,296,4.0,0
483,318,5.0,2
483,344,2.5,32
483,356,4.0,1
483,364,4.5,31
483,367,2.5,39
483,377,3.0,26
483,380,3.5,24
483,457,4.0,11
483,480,3.5,4
483,500,3.0,38
483,588,4.0,25
483,589,3.5,7
483,590,4.0,20
483,592,3.5,16
483,593,5.0,3
483,595,5.0,37
483,597,3.5,42
483,608,3.5,22
483,648,3.5,34
483,736,3.0,49
483,780,4.0,13
483,858,4.5,28
483,1097,3.5,47
483,1136,3.5,44
483,1196,4.5,17
483,1197,5.0,48
483,1198,4.5,21
483,1210,4.5,15
483,1240,3.0,43
483,1270,4.0,27
483,1580,3.5,36
483,2028,3.5,35
483,2571,4.5,8
483,2762,4.0,30
483,2858,4.0,18
483,2959,4.0,29
483,3578,3.5,45
483,4993,4.0,33
483,5952,4.0,40
730,1,4.5,10
730,32,3.0,19
730,47,4.0,23
730,50,4.0,14
730,110,5.0,6
730,150,4.0,12
730,153,3.0,46
730,260,4.0,5
730,296,4.0,0
730,318,4.0,2
730,356,4.0,1
730,364,4.0,31
730,377,4.5,26
730,380,4.0,24
730,457,4.0,11
730,480,4.0,4
730,500,3.0,38
730,527,5.0,9
730,588,3.0,25
730,589,4.5,7
730,590,4.5,20
730,592,4.0,16
730,593,4.0,3
730,595,5.0,37
730,597,4.0,42
730,608,4.0,22
730,648,4.0,34
730,780,4.0,13
730,858,4.0,28
730,1097,4.5,47
730,1136,4.0,44
730,1196,5.0,17
730,1197,5.0,48
730,1198,5.0,21
730,1210,4.0,15
730,1240,3.0,43
730,1270,3.0,27
730,1580,4.0,36
730,2028,5.0,35
730,2571,4.0,8
730,2762,4.0,30
730,2858,5.0,18
730,2959,4.0,29
730,3578,5.0,45
730,4993,5.0,33
730,5952,5.0,40
95,1,3.0,10
95,32,3.5,19
95,47,4.0,23
95,50,3.5,14
95,110,3.0,6
95,150,3.5,12
95,153,2.0,46
95,165,3.0,41
95,260,5.0,5
95,296,4.5,0
95,318,3.0,2
95,344,1.5,32
95,356,4.0,1
95,364,3.0,31
95,367,3.0,39
95,377,3.0,26
95,380,4.0,24
95,457,2.5,11
95,480,5.0,4
95,500,2.5,38
95,527,4.0,9
95,589,4.5,7
95,590,2.0,20
95,592,4.0,16
95,593,4.0,3
95,597,3.0,42
95,608,4.0,22
95,648,3.0,34
95,736,3.5,49
95,780,3.5,13
95,858,3.5,28
95,1097,3.5,47
95,1136,3.5,44
95,1196,4.0,17
95,1197,5.0,48
95,1198,4.5,21
95,1210,3.5,15
95,1240,4.0,43
95,1270,4.0,27
95,1580,3.5,36
95,2028,3.0,35
95,2571,3.5,8
95,2762,3.5,30
95,2858,3.5,18
95,2959,2.5,29
95,3578,2.5,45
95,4993,3.5,33
95,5952,3.0,40
480,1,4.0,10
480,32,4.0,19
480,47,4.0,23
480,50,4.0,14
480,110,4.0,6
480,150,4.0,12
480,153,3.0,46
480,165,4.0,41
480,260,4.0,5
480,296,4.0,0
480,318,4.0,2
480,344,4.0,32
480,356,4.0,1
480,364,4.0,31
480,367,4.0,39
480,377,4.0,26
480,380,4.0,24
480,457,4.0,11
480,480,4.0,4
480,500,4.0,38
480,527,4.0,9
480,588,4.0,25
480,589,4.0,7
480,590,4.0,20
480,592,4.0,16
480,593,4.0,3
480,595,4.0,37
480,597,4.0,42
480,608,4.0,22
480,648,4.0,34
480,736,4.0,49
480,780,4.0,13
480,858,4.0,28
480,1097,4.0,47
480,1136,1.0,44
480,1196,4.0,17
480,1197,3.0,48
480,1198,4.0,21
480,1210,4.0,15
480,1240,4.0,43
480,1270,4.0,27
480,1580,4.0,36
480,2028,4.0,35
480,2571,4.0,8
480,2762,4.0,30
480,2858,4.0,18
480,2959,4.0,29
480,3578,4.0,45
480,4993,4.0,33
480,5952,4.0,40
990,1,2.0,10
990,32,3.5,19
990,47,4.5,23
990,50,5.0,14
990,110,5.0,6
990,150,3.0,12
990,296,4.5,0
990,318,4.0,2
990,344,0.5,32
990,356,4.0,1
990,364,3.5,31
990,367,0.5,39
990,377,4.0,26
990,380,4.0,24
990,457,3.0,11
990,480,3.5,4
990,500,3.0,38
990,527,3.5,9
990,588,2.5,25
990,589,3.0,7
990,590,3.0,20
990,593,4.0,3
990,595,2.5,37
990,597,4.0,42
990,608,2.0,22
990,736,3.5,49
990,780,3.5,13
990,1097,3.5,47
990,1197,4.5,48
990,1198,3.0,21
990,1240,3.0,43
990,1270,3.5,27
990,1580,4.0,36
990,2028,3.5,35
990,2571,4.5,8
990,2762,4.0,30
990,2858,3.5,18
990,2959,4.5,29
990,3578,3.0,45
990,4993,3.5,33
990,5952,3.5,40
960,1,4.5,10
960,32,3.5,19
960,47,5.0,23
960,50,4.0,14
960,110,5.0,6
960,150,4.0,12
960,153,4.0,46
960,260,5.0,5
960,296,4.0,0
960,344,4.5,32
960,356,5.0,1
960,364,5.0,31
960,367,4.0,39
960,377,4.0,26
960,380,3.0,24
960,457,4.0,11
960,480,5.0,4
960,500,3.5,38
960,588,5.0,25
960,589,4.0,7
960,590,4.0,20
960,592,4.0,16
960,593,4.5,3
960,595,4.0,37
960,597,4.0,42
960,608,5.0,22
960,648,3.0,34
960,780,4.0,13
960,1097,3.0,47
960,1136,5.0,44
960,1196,5.0,17
960,1197,5.0,48
960,1198,5.0,21
960,1210,5.0,15
960,1240,3.0,43
960,1270,4.0,27
960,1580,4.0,36
960,2028,5.0,35
960,2571,5.0,8
960,2762,4.5,30
960,2858,5.0,18
960,2959,4.5,29
960,3578,5.0,45
960,4993,5.0,33
960,5952,5.0,40
916,1,3.0,10
916,32,4.5,19
916,47,4.0,23
916,50,4.5,14
916,110,4.5,6
916,150,3.0,12
916,153,3.0,46
916,165,3.5,41
916,260,4.5,5
916,296,4.5,0
916,318,5.0,2
916,344,3.0,32
916,356,4.5,1
916,364,4.0,31
916,367,4.0,39
916,377,3.5,26
916,380,3.5,24
916,457,3.5,11
916,480,3.5,4
916,500,3.5,38
916,527,4.5,9
916,588,3.5,25
916,589,4.5,7
916,590,4.0,20
916,592,4.0,16
916,593,4.5,3
916,595,3.5,37
916,597,3.0,42
916,608,4.0,22
916,648,3.5,34
916,736,3.0,49
916,780,2.5,13
916,858,4.5,28
916,1097,4.0,47
916,1136,4.0,44
916,1196,4.5,17
916,1197,4.0,48
916,1198,4.0,21
916,1210,4.5,15
916,1240,3.5,43
916,1270,4.0,27
916,1580,3.5,36
916,2028,4.5,35
916,2571,5.0,8
916,2762,4.0,30
916,2858,5.0,18
916,2959,4.5,29
916,3578,4.5,45
916,4993,4.5,33
916,5952,4.5,40
722,1,5.0,10
722,32,4.0,19
722,50,4.0,14
722,150,5.0,12
722,153,2.0,46
722,260,5.0,5
722,296,5.0,0
722,318,5.0,2
722,356,4.0,1
722,367,2.0,39
722,377,4.0,26
722,457,4.0,11
722,480,3.0,4
722,500,2.0,38
722,527,5.0,9
722,588,4.0,25
722,590,4.0,20
722,592,4.0,16
722,593,4.0,3
722,595,5.0,37
722,597,3.0,42
722,608,4.0,22
722,736,2.0,49
722,780,3.0,13
722,858,5.0,28
722,1097,4.0,47
722,1136,5.0,44
722,1196,5.0,17
722,1197,5.0,48
722,1198,5.0,21
722,1210,4.0,15
722,1240,3.0,43
722,1270,5.0,27
722,1580,4.0,36
722,2028,5.0,35
722,2571,4.0,8
722,2762,4.0,30
722,2858,5.0,18
722,2959,3.0,29
722,3578,4.0,45
722,4993,5.0,33
722,5952,4.0,40
369,1,5.0,10
369,32,5.0,19
369,50,5.0,14
369,110,3.5,6
369,150,4.5,12
369,153,3.0,46
369,260,5.0,5
369,296,5.0,0
369,318,4.5,2
369,356,4.0,1
369,364,2.5,31
369,367,2.0,39
369,377,4.5,26
369,380,3.5,24
369,457,4.0,11
369,480,4.0,4
369,500,3.0,38
369,588,5.0,25
369,592,4.5,16
369,595,4.5,37
369,597,3.0,42
369,608,5.0,22
369,648,3.5,34
369,780,3.0,13
369,858,5.0,28
369,1097,5.0,47
369,1136,5.0,44
369,1196,4.5,17
369,1197,5.0,48
369,1198,5.0,21
369,1210,3.5,15
369,1240,3.5,43
369,1270,4.0,27
369,1580,4.5,36
369,2571,2.5,8
369,2858,4.5,18
369,4993,4.0,33
369,5952,4.5,40
549,1,5.0,10
549,47,2.0,23
549,50,5.0,14
549,110,4.0,6
549,150,4.0,12
549,153,1.0,46
549,165,1.0,41
549,260,5.0,5
549,296,5.0,0
549,344,1.0,32
549,356,3.0,1
549,364,4.0,31
549,377,5.0,26
549,380,1.0,24
549,457,5.0,11
549,480,4.0,4
549,500,3.0,38
549,527,5.0,9
549,588,4.0,25
549,589,4.5,7
549,590,5.0,20
549,592,2.0,16
549,593,4.0,3
549,595,5.0,37
549,597,3.0,42
549,608,4.0,22
549,648,2.5,34
549,736,2.0,49
549,780,1.0,13
549,858,4.0,28
549,1097,4.0,47
549,1136,4.0,44
549,1196,5.0,17
549,1197,5.0,48
549,1198,5.0,21
549,1210,5.0,15
549,1240,3.5,43
549,1270,4.0,27
549,1580,4.0,36
549,2028,4.0,35
549,2571,4.0,8
549,2762,3.0,30
549,2858,5.0,18
549,2959,4.0,29
549,3578,4.0,45
549,4993,4.0,33
549,5952,5.0,40
135,1,4.5,10
135,32,4.0,19
135,47,4.5,23
135,50,5.0,14
135,110,5.0,6
135,150,3.0,12
135,153,4.0,46
135,165,2.0,41
135,260,4.5,5
135,296,5.0,0
135,318,4.0,2
135,344,3.0,32
135,356,4.0,1
135,364,3.0,31
135,367,4.0,39
135,377,2.0,26
135,380,3.0,24
135,457,2.0,11
135,480,4.0,4
135,500,3.0,38
135,527,4.0,9
135,588,5.0,25
135,589,3.0,7
135,590,4.0,20
135,592,4.0,16
135,593,5.0,3
135,595,4.5,37
135,597,3.0,42
135,608,2.0,22
135,648,3.0,34
135,736,4.0,49
135,780,4.0,13
135,858,4.0,28
135,1097,4.0,47
135,1136,5.0,44
135,1196,5.0,17
135,1197,5.0,48
135,1198,4.0,21
135,1210,4.5,15
135,1240,3.0,43
135,1270,4.0,27
135,1580,3.0,36
135,2028,2.0,35
135,2571,5.0,8
135,2762,4.0,30
135,2858,5.0,18
135,2959,5.0,29
135,3578,4.0,45
135,4993,5.0,33
135,5952,5.0,40
418,1,3.5,10
418,32,3.5,19
418,47,4.0,23
418,50,3.5,14
418,110,4.0,6
418,150,3.5,12
418,153,2.0,46
418,260,4.0,5
418,296,3.0,0
418,318,3.5,2
418,344,0.5,32
418,356,3.5,1
418,364,4.0,31
418,367,2.0,39
418,377,3.0,26
418,380,3.0,24
418,457,3.0,11
418,480,3.0,4
418,500,3.0,38
418,588,3.0,25
418,589,2.5,7
418,592,3.0,16
418,593,3.5,3
418,595,4.0,37
418,597,3.0,42
418,648,2.0,34
418,736,3.0,49
418,780,3.5,13
418,1097,3.5,47
418,1196,3.5,17
418,1197,3.5,48
418,1210,4.0,15
418,1240,3.0,43
418,1270,3.0,27
418,1580,3.5,36
418,2028,3.5,35
418,2571,3.0,8
418,2762,3.0,30
418,2858,4.0,18
418,2959,4.0,29
418,3578,2.5,45
418,4993,3.0,33
418,5952,4.0,40
845,1,4.0,10
845,32,4.0,19
845,47,3.0,23
845,50,5.0,14
845,110,2.5,6
845,150,3.0,12
845,153,2.5,46
845,260,5.0,5
845,296,4.5,0
845,318,3.0,2
845,344,2.0,32
845,356,2.0,1
845,364,2.5,31
845,367,3.5,39
845,377,3.0,26
845,380,3.5,24
845,457,4.0,11
845,480,3.0,4
845,500,3.0,38
845,527,3.5,9
845,588,3.0,25
845,589,3.0,7
845,590,1.0,20
845,592,3.0,16
845,593,4.0,3
845,595,4.0,37
845,597,2.0,42
845,608,3.5,22
845,648,3.0,34
845,736,2.5,49
845,780,3.5,13
845,858,4.0,28
845,1097,4.0,47
845,1136,4.0,44
845,1196,4.0,17
845,1197,4.0,48
845,1198,5.0,21
845,1210,3.0,15
845,1240,4.0,43
845,1270,3.0,27
845,1580,4.0,36
845,2028,3.0,35
845,2571,4.0,8
845,2762,4.0,30
845,2858,4.0,18
845,2959,4.0,29
845,3578,3.0,45
845,4993,5.0,33
845,5952,4.0,40
608,1,4.0,10
608,32,4.0,19
608,47,2.0,23
608,50,2.5,14
608,110,4.0,6
608,150,3.5,12
608,260,5.0,5
608,296,3.5,0
608,318,4.5,2
608,356,3.0,1
608,364,4.0,31
608,377,3.5,26
608,457,3.5,11
608,480,3.0,4
608,527,5.0,9
608,590,5.0,20
608,592,3.5,16
608,593,4.0,3
608,608,4.5,22
608,858,4.5,28
608,1097,2.5,47
608,1196,5.0,17
608,1197,5.0,48
608,1198,5.0,21
608,1210,4.0,15
608,1270,5.0,27
608,2028,3.0,35
608,2762,3.0,30
608,2858,5.0,18
608,2959,4.0,29
608,3578,3.0,45
608,4993,3.0,33
595,1,4.5,10
595,32,4.0,19
595,47,3.5,23
595,50,4.0,14
595,110,3.5,6
595,150,4.5,12
595,153,3.5,46
595,165,2.0,41
595,260,4.5,5
595,296,4.5,0
595,318,5.0,2
595,356,3.5,1
595,364,4.0,31
595,367,2.5,39
595,377,4.0,26
595,380,3.0,24
595,457,4.5,11
595,480,4.0,4
595,500,3.0,38
595,527,5.0,9
595,588,3.0,25
595,589,4.0,7
595,590,2.0,20
595,592,4.0,16
595,593,5.0,3
595,595,3.0,37
595,597,3.0,42
595,608,5.0,22
595,648,3.5,34
595,736,3.5,49
595,780,3.0,13
595,858,4.0,28
595,1097,4.0,47
595,1136,4.0,44
595,1196,5.0,17
595,1197,5.0,48
595,1198,5.0,21
595,1210,3.5,15
595,1240,4.0,43
595,1270,4.0,27
595,1580,4.0,36
595,2028,4.0,35
595,2571,3.5,8
595,2762,5.0,30
595,2858,3.5,18
595,2959,4.0,29
595,3578,4.0,45
595,4993,2.5,33
595,5952,2.0,40
574,1,5.0,10
574,32,3.0,19
574,47,4.0,23
574,50,5.0,14
574,110,5.0,6
574,150,3.5,12
574,153,3.0,46
574,165,3.0,41
574,260,5.0,5
574,296,3.5,0
574,318,5.0,2
574,344,3.0,32
574,356,4.0,1
574,364,4.5,31
574,367,3.0,39
574,377,3.0,26
574,380,3.5,24
574,457,4.0,11
574,480,4.5,4
574,500,4.5,38
574,527,4.5,9
574,588,5.0,25
574,590,2.0,20
574,592,2.5,16
574,593,4.5,3
574,595,4.5,37
574,597,2.0,42
574,608,4.5,22
574,648,4.5,34
574,736,3.5,49
574,780,3.5,13
574,858,5.0,28
574,1097,3.5,47
574,1136,5.0,44
574,1196,5.0,17
574,1197,4.5,48
574,1198,5.0,21
574,1210,5.0,15
574,1270,4.5,27
574,1580,3.5,36
574,2028,5.0,35
574,2571,4.5,8
574,2762,3.5,30
574,2959,4.5,29
574,3578,5.0,45
574,4993,5.0,33
574,5952,5.0,40
818,1,4.5,10
818,32,4.0,19
818,47,5.0,23
818,50,4.5,14
818,150,3.5,12
818,260,3.0,5
818,296,3.0,0
818,318,4.5,2
818,356,3.5,1
818,367,4.5,39
818,480,4.0,4
818,500,3.0,38
818,527,4.0,9
818,589,4.5,7
818,592,3.0,16
818,593,3.5,3
818,608,3.0,22
818,780,5.0,13
818,858,3.0,28
818,1097,3.0,47
818,1196,3.5,17
818,1198,4.5,21
818,1240,4.0,43
818,1270,4.5,27
818,1580,3.0,36
818,2028,3.0,35
818,2571,3.0,8
818,2762,3.5,30
818,2858,5.0,18
818,2959,5.0,29
818,3578,4.0,45
818,4993,3.0,33
818,5952,2.5,40
281,32,3.0,19
281,47,3.5,23
281,50,5.0,14
281,110,3.0,6
281,260,3.0,5
281,296,5.0,0
281,318,3.0,2
281,344,3.0,32
281,356,5.0,1
281,364,3.0,31
281,367,3.0,39
281,377,3.0,26
281,480,3.0,4
281,527,4.0,9
281,588,4.0,25
281,589,3.0,7
281,590,5.0,20
281,593,4.0,3
281,597,3.0,42
281,608,5.0,22
281,736,2.0,49
281,780,3.0,13
281,858,4.0,28
281,1097,1.0,47
281,1136,4.0,44
281,1196,2.0,17
281,1197,3.0,48
281,1198,3.0,21
281,1210,2.0,15
281,1240,3.0,43
281,1270,4.0,27
